"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Gorget of the Holy Soldier","TGS2","92","legendary","wondrous item","requires attunement by a creature of good alignment","","","","","","This magical gorget is imbued with the divine power of a planetar and has been passed down through multiple generations, manifesting a different power for each wearer. While wearing the gorget, you have resistance to radiant damage and gain the following benefits. If you have a feature that allows you to ignore class, race, or level requirements when you use a magic item, you can choose to gain the benefits of one of these properties. You make this choice the first time you attune to the item. Investiture of the Planetar. If you have 10 or more levels in the barbarian class, your Strength score increases by 2, to a maximum of 26, and while you're raging, any creature you hit with a melee weapon attack takes an extra 1d6 radiant damage. Litany of Heaven. If you have 10 or more levels in the bard class, you gain the ability to speak and understand all languages. In addition, whenever you give a creature a Bardic Inspiration die, that creature regains a number of hit points equal to twice your Charisma modifier. Divine Judge & Jury. If you have 10 or more levels in the cleric class, you always have the commune, dispel evil and good, and raise dead spells prepared, and they don't count against the number of spells you can prepare each day. In addition, when you cast raise dead using a spell slot, you can choose to cast it as an action, instead of its normal casting time. When you do, the spell requires no material components and returns the target to life with half its maximum hit points. Once this property has been used, it can't be used again until 7 days have passed. Herald of Omens. If you have 10 or more levels in the druid class, the gorget becomes covered in vines and leaves. While wearing it, you always have the control weather and insect plague spells prepared, and they don't count against the number of spells you can prepare each day. In addition, you can use a bonus action to summon a pair of white-feathered wings from your back. While the wings exist, you have a flying speed of 60 feet. The wings last until you're incapacitated, you die, or you dismiss them as a bonus action. Unstoppable Legionnaire. If you have 10 or more levels in the fighter class, you can't be charmed or frightened, and you gain resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks. Angelic Grace. If you have 10 or more levels in the monk class, your walking speed increases by 10 feet, and you have advantage on ability checks to resist being grappled. In addition, while you aren't wearing any armor, you gain a +2 bonus to your AC. Caress of Life. If you have 10 or more levels in the paladin class, your Lay on Hands pool of healing power increases by 10 hit points. In addition, you can expend 10 hit points from your pool of healing to end the effects of blindness, deafness, or paralysis on a creature. Alternatively, you can expend 15 hit points from the pool to end a curse affecting a creature or object, as if by the remove curse spell. Sight of the Celestial Warden. If you have 10 or more levels in the ranger class, you have advantage on Wisdom (Perception) checks and gain truesight out to 15 feet. In addition, you can see up to 1 mile away with no difficulty and are able to discern fine details as though looking at something from no more than 100 feet away. Heavenly Messenger. If you have 10 or more levels in the rogue class, you can use a bonus action to cast the invisibility spell (no concentration required) from the gorget, targeting only yourself. Once the spell has been cast, it can't be cast again until you finish a short or long rest. In addition, you can speak telepathically to any creature within 30 feet of you. The creature understands you only if the two of you share a language. You can speak telepathically in this way to one creature at a time. Luminous Soul. If you have 10 or more levels in the sorcerer class, you learn the light and dancing lights cantrips as well as the guiding bolt spell, which don't count against your number of cantrips or sorcerer spells known. You can cast guiding bolt by spending 2 sorcery points or by expending a spell slot. If you cast it with sorcery points and hit a target, it must succeed on a Constitution saving throw against your spell save DC or be blinded until the start of your next turn. In addition, when you cast a spell that deals damage, you can spend 1 sorcery point to change its damage type to radiant. Pact of Veracious Awareness. If you have 10 or more levels in the warlock class, you know if you hear a lie. If you hear a creature tell a lie, you can attempt to force that creature to tell the truth. The creature must succeed on a Charisma saving throw against your spell save DC or be compelled to answer the next question you ask it truthfully. You can use this ability a number of times equal to your Charisma modifier, and you regain all expended uses when you finish a long rest. Celestial Wards. If you have 10 or more levels in the wizard class, your AC becomes 13 + your Dexterity or Intelligence modifier (your choice). In addition, you have advantage on saving throws against spells and other magical effects."
"Grand Friendship","O:TTG","243","uncommon","potion","","","Whimsical","","","","This potion can be divided into as many as eight parts. When two or more creatures consume this golden elixir, they gain a conditional ability to fly. For the next 24 hours, creatures that consumed the elixir gain a flying speed of 60 feet, but only while holding hands with all other creatures that partook of the potion.33"
"Grandma's Turnip Soup","O:TTG","232","common","potion","","","Utility","","","","This potion tastes like a soup made with love. When you consume it during a short rest, you can roll 1d4 Hit Dice (adding your Constitution modifier to each and regaining hit points equal to the total) without expending them.18"
"Grasping Staff","TGS2","93","very rare","staff, weapon (Quarterstaff), spellcasting focus, simple weapon, melee weapon","","1d6 Bludgeoning","versatile (1d8)","","4 lb.","","This grotesquely carved stone staff is miraculously light but deathly cold and clammy to the touch. You have resistance to necrotic damage while you hold this staff.The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: arcane hand (5 charges), bestow curse (3 charges), chill touch (no charges, or 1 charge to cast at 5th level), inflict wounds (1 charge per spell level, up to 5th), mage hand (no charges), or vampiric touch (3 charges).The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns to ash and summons 2d6 hostile tiny undead crawling hands within 10 feet of you. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Grasping Whip","BMT","67","rare","weapon (Whip), martial weapon, melee weapon","","1d4 Slashing","finesse, reach","","3 lb.","","You gain a +1 bonus to attack and damage rolls made with this magic whip. When you hit a creature or object that is Large or smaller with this whip, you can pull that creature or object 5 feet toward you instead of dealing damage. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. This weapon adds 5 feet to your reach when you attack with it. This property also determines your reach for opportunity attacks with a reach weapon."
"Gravenhollow Compass Ring","OotA","141","unknown (magic)","other","","","","","","","This gold ring is fitted with a star ruby worth 1,000 gp. A detect magic spell reveals that the gem radiates a faint aura of divination magic. The gem's star-shaped core is a magical compass that guides the ring's wearer along the safest, shortest route to Gravenhollow."
"Graz'tchar, the Decadent End","TDCSR","195","legendary","weapon (Greatsword), martial weapon, melee weapon","requires attunement","2d6 Slashing","heavy, two‑handed","","6 lb.","","This blade appears to be a beautiful cruciform sword of shining silver, inlaid with sparkling rubies. You gain a +3 bonus to attack and damage rolls made with this magic weapon, which has the following properties. Corrosive Submission. When you hit a creature that has an Intelligence score of 4 or higher with an attack using this sword, the target takes an extra 3d6 acid damage and must succeed on a DC 17 Charisma saving throw or be charmed by you for 1 hour. If you attack the creature again while it is charmed in this way, the extra acid damage increases to 10d6 and the charmed condition ends. If the target succeeds on its saving throw or the charm ends for it, it can't be charmed again in this way for 24 hours. Hidden Nature. The acid damage dealt by this greatsword appears to be radiant damage to all who perceive it. A true seeing spell or similar magic reveals that the sword is actually a rusted, pitted blade dripping with acid. Sentience. Graz'tchar is a sentient neutral evil weapon with an Intelligence of 14, a Wisdom of 12, and a Charisma of 18. It has hearing and darkvision out to a range of 120 feet.The sword can speak, read, and understand Common, and can communicate with its wielder telepathically. Anyone who holds it hears the wise voice of a sorrowful king, beckoning the user to seize their destiny. A creature that succeeds on a DC 26 Wisdom (Insight) check while listening to the blade's voice hears a sliver of malice that suggests the truth: the voice is a corrupting trick of the Demon Prince of Indulgence. Personality. Graz'tchar slowly attempts to sway its wielder to sow chaos in Exandria, telling lies and spreading malign truths about great leaders, and claiming that the members of the Tal'Dorei Council are corrupt and must be overthrown. The voice of this blade is actually the Demon Prince of Indulgence, speaking from his Abyssal prison.If the sword's attuned wielder disobeys the urges of the weapon for an extended period of time, Graz'tchar can attempt to control the wielder, who must succeed on a DC 17 Charisma saving throw or become charmed by the sword for 24 hours. While the wielder is charmed in this way, the sword can compel them to take an action of the sword's choice once per hour, though the wielder believes this action is taken of their own free will. If the chosen action leads to the harm of someone the wielder considers a trusted friend or ally, the charmed condition immediately ends. On a successful saving throw or if the charmed condition ends for the wielder, they are immune to this property of the sword for 24 hours. Heavy. Creatures that are Small or Tiny have disadvantage on attack rolls with heavy weapons. A heavy weapon's size and bulk make it too large for a Small or Tiny creature to use effectively. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Great Owl's Shroud","TGS2","94","uncommon","wondrous item","requires attunement","","","","","","This draping shoulder cloak flutters softly while worn, even if there isn't a breeze. The cloak has 10 charges and regains all expended charges daily at dawn. When you take the Attack action while wearing this garment, you can replace one or more of your attacks with a special ranged spell attack using the cloak, expending 1 of its charges for each attack you replace. When you do, you flourish the cloak and release a barrage of magical feathers that fly toward the target. You have a +5 bonus to attack rolls made with the cloak, which have a normal range of 30 feet and a long range of 120 feet. On a hit, the target takes 2d4 + 3 force damage. After the attack, the feathers vanish.In addition, you can use a reaction when you fall to cast the feather fall spell from the cloak, targeting only yourself. Once this property of the cloak has been used, it can't be used again until the next dawn."
"Greater Silver Sword","MTF","89","legendary","weapon (Greatsword), martial weapon, melee weapon","requires attunement by a creature that has psionic ability","2d6 Slashing","heavy, two‑handed","","6 lb.","","This magic weapon grants a +3 bonus to attack and damage rolls made with it. While you hold the sword, you have advantage on Intelligence, Wisdom, and Charisma saving throws, you are immune to being charmed, and you have resistance to psychic damage. In addition, if you score a critical hit with it against a creature's astral body, you can cut the silvery cord that tethers the target to its material body, instead of dealing damage. Heavy. Creatures that are Small or Tiny have disadvantage on attack rolls with heavy weapons. A heavy weapon's size and bulk make it too large for a Small or Tiny creature to use effectively. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Green Chromatic Rose","WBtW","208","rare","wondrous item","","","","","","","While this rose is held, it issues green gas as a harmless visual effect.While holding the rose by its stem, you gain resistance to poison damage. If you would take more than 10 poison damage from a single source (after applying the resistance), the rose disintegrates, and you take no damage instead.As an action, you can blow the petals from the rose to produce a 20-foot cone of poison. Each creature in the cone must make a DC 15 Constitution saving throw, taking 3d10 poison damage on a failed save, or half as much damage on a successful one. Using this property destroys the rose."
"Green Copper Ewer","CoS","188","unknown (magic)","other","","","","","","","Any poisonous liquid poured into the ewer is instantly transformed into an equal amount of sweet wine. Furthermore, a creature that grasps the ewer's handle can command the ewer to fill with 1 gallon of wine, and it can't produce more wine until the next dawn."
"Green Dragon Mask","RoTOS","4","legendary","wondrous item","requires attunement","","","","","","This mottled green mask is surmounted by a frilled crest and has leathery spiked plates along its jaw. The mask reshapes to fit a wearer attuned to it. While you are wearing the mask and attuned to it, you can access the following properties Damage Absorption. You have resistance against poison damage. If you already have resistance to poison damage from another source, you instead have immunity to poison damage. If you already have immunity to poison damage from another source, whenever you are subjected to poison damage, you take none of that damage and regain a number of hit points equal to half the damage dealt of that type. Draconic Majesty. While you are wearing no armor, you can add your Charisma bonus to your Armor Class. Dragon Breath. If you have a breath weapon that requires rest to recharge, it gains a recharge of 6. Dragon Sight. You gain darkvision out to 60 feet, or to an additional 60 feet if you already have that sense. Once per day, you can gain blindsight out to 30 feet for 5 minutes. Dragon Tongue. You can speak and understand Draconic. You also have advantage on any Charisma check you make against Green Dragons. Legendary Resistance. (1/Day) If you fail a saving throw, you can choose to succeed instead. Water Breathing. You can breathe underwater."
"Green Dragon Scale Mail","DMG'14","165","very rare","medium armor","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to poison damage.Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest green dragon within 30 miles of you. This special action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Green Dragon Scale Mail","DMG'24","254","very rare","medium armor (scale mail)","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon. In either case, Dragon Scale Mail is highly valued.While wearing this armor, you gain a +1 bonus to Armor Class, you have Advantage on saving throws against the breath weapons of Dragons, and you have Resistance to Poison damage.Additionally, you can focus your senses as a Magic action to discern the distance and direction to the closest green dragon within 30 miles of yourself. This action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Green Knight's Vow","TGS2","94","very rare","wondrous item","requires attunement","","","","","","These dark green adamantine and copper bracers are granted to devout warriors of the Infernal Court and are designed to match their army's signature tower shields. While wearing the bracers, you grow a sweeping pair of horns from your forehead if you are not a tiefling. If your attunement to the bracers ends, the horns crack and fall away after 24 hours.The bracers have a total of 7 charges and regain all expended charges daily at dawn. While wearing them, you can expend 1 or more of their charges to use the following three properties: ""Brace Yourselves!"" As a bonus action, you can expend 2 or more charges from the bracers to provide cover to a creature you can see within 30 feet of you. For 2 charges, you summon a large, spectral shield that follows the creature for the duration, providing it with half cover. You can summon one extra shield for each additional charge you expend, targeting a different creature with each one. The shields fade at the end of your next turn. ""Press the Assault!"" When you make an opportunity attack, you can expend 1 or more of the bracers' charges to embolden your nearby allies. For each charge you spend, one creature of your choice within 60 feet of you can use its reaction to make one weapon attack. The chosen creatures must be able to see or hear you. ""You Will Burn!"" You can expend 1 or more charges from the bracers to cast the hellish rebuke spell (save DC 15) from them. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The fire from this spell is a haunting emerald green. Flaw. The Green Knight's vow makes its wearer tremendously loyal to royalty. While attuned to the bracers, you gain the following flaw: ""I will stand by my sovereign leader, no matter what."" You or your GM determine who your leader is. In addition, if you are attuned to the bracers for 24 consecutive hours, your commitment to duty drives you to the brink of zealotry. You can't attune to the Red Queen's burden or the Violet King's promise. If you are already attuned to either of them, your attunement to it immediately ends once this effect is extended to you. The first creature you meet who is attuned to either of these weapons becomes your sovereign leader, regardless of who you previously considered it to be. You become charmed by them and obey their commands to the best of your ability. If you find the Red Queen's burden or the Violet King's promise without an owner, you are compelled to protect it with your life until a rightful owner is found. These effects can be removed with a greater restoration spell, but not while you are attuned to the bracers."
"Grievous Weapon","TLotRR","79","unknown (magic)","generic variant","","","","","","","The weapon is strong and heavy, inflicting more harm on its targets. You gain a +1 bonus to damage rolls with this weapon. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Grievous Antimatter Rifle)Automatic Pistol (Grievous Automatic Pistol)Automatic Rifle (Grievous Automatic Rifle)Axe (Grievous Axe)Battle Axe (Grievous Battle Axe)Battleaxe (Grievous Battleaxe)Bellow Flute (Grievous Bellow Flute)Blowgun (Grievous Blowgun)Boat Oar (Grievous Boat Oar)Boomerang (Grievous Boomerang)Butterfly Staff (Grievous Butterfly Staff)Candlemaker's Club (Grievous Candlemaker's Club)Club (Grievous Club)Dagger (Grievous Dagger)Dandelion Spear (Grievous Dandelion Spear)Dart (Grievous Dart)Double-Bladed Scimitar (Grievous Double-Bladed Scimitar)Drive Shaft (Grievous Drive Shaft)Fan (Grievous Fan)Field Spear (Grievous Field Spear)Flail (Grievous Flail)Frying Pan (Grievous Frying Pan)Glaive (Grievous Glaive)Greataxe (Grievous Greataxe)Greatclub (Grievous Greatclub)Greatsword (Grievous Greatsword)Halberd (Grievous Halberd)Hammer (Grievous Hammer)Hand Crossbow (Grievous Hand Crossbow)Handaxe (Grievous Handaxe)Heavy Crossbow (Grievous Heavy Crossbow)Heavy Hammer (Grievous Heavy Hammer)Hooked Shortspear (Grievous Hooked Shortspear)Hoopak (Grievous Hoopak)Hunting Rifle (Grievous Hunting Rifle)Iron Tea Kettle (Grievous Iron Tea Kettle)Javelin (Grievous Javelin)Lance (Grievous Lance)Laser Pistol (Grievous Laser Pistol)Laser Rifle (Grievous Laser Rifle)Light Crossbow (Grievous Light Crossbow)Light Hammer (Grievous Light Hammer)Light Repeating Crossbow (Grievous Light Repeating Crossbow)Lom Lom Dagger (Grievous Lom Lom Dagger)Long Sword (Grievous Long Sword)Longbow (Grievous Longbow)Longsword (Grievous Longsword)Mace (Grievous Mace)Mattock (Grievous Mattock)Maul (Grievous Maul)Morningstar (Grievous Morningstar)Musket (Grievous Musket)Nakudama Bubble Rod (Grievous Nakudama Bubble Rod)Net (Grievous Net)Pike (Grievous Pike)Pistol (Grievous Pistol)Quarterstaff (Grievous Quarterstaff)Rapier (Grievous Rapier)Revolver (Grievous Revolver)Scimitar (Grievous Scimitar)Secret Stone Sword (Grievous Secret Stone Sword)Shepherd Crook (Grievous Shepherd Crook)Shortbow (Grievous Shortbow)Shortsword (Grievous Shortsword)Shotgun (Grievous Shotgun)Shovel (Grievous Shovel)Sickle (Grievous Sickle)Sling (Grievous Sling)Spear (Grievous Spear)Staff (Grievous Staff)Sword (Grievous Sword)Tapper Sack (Grievous Tapper Sack)Trident (Grievous Trident)Umbrella (Grievous Umbrella)Vaulter's Axe (Grievous Vaulter's Axe)Vertebrae Sword (Grievous Vertebrae Sword)War Pick (Grievous War Pick)Warhammer (Grievous Warhammer)Whip (Grievous Whip)Yklwa (Grievous Yklwa)"
"Griffon Coinpouch","TGS2","95","common","wondrous item","","","","","1 lb.","","This stylized purse is sewn and stitched in the style of the griffon's saddlebag, a classic treasure and character from children's stories and legends. The purse is 6 inches across and holds up to 1,000 coins. Coins taken from the purse are miraculously clean and shiny, as if freshly minted. The bag always weighs 1 pound, regardless of the number of coins within it.At the GM's discretion, a small slip of parchment can be found folded among the coins inside. The parchment can have anything on it, although it usually carries enigmatic warnings or peculiar words of guidance. The GM can write their own notes, or you can roll a d8 and consult the table below to determine what the parchment says:d8Message1Falling rocks play to the rhythm of catastrophe.2Whether or not you succeed, you can certainly try.3Draughts are meant to be drunk.4Strength in numbers.5Acid, fire, and diamonds can solve most problems.6Not all strangers are trustworthy.7Asking for directions is not a sign of weakness.8Keep on adventuring."
"Griffon Component Pack","TGS2","95","uncommon","wondrous item","","","","","","","This special component pouch is stylized in the fashion of the legendary griffon's saddlebag, a classic motif in children's fiction. As an action, you can place an amount of coins equal to 5 gp plus the exact worth of a component you need for a spell you know in the bag and speak its command word, followed by the name of the needed component. When you do, the coins disappear from the bag and are replaced by the material component needed for the spell. Once this property of the bag has been used, it can't be used again until the next dawn.At the GM's discretion, the bag may consume only the additional 5 gp and leave a note that describes the nearest person or place that can help you find the named component."
"Griffon Key Loop","TGS2","95","common","wondrous item","","","","","","","This leather key loop is stylized in the fashion of the legendary griffon's saddlebag, a classic motif in children's fiction. You can attach a key to the key loop by holding them together for 1 minute. When you do, the key is shunted into an extradimensional space. You can use an action to speak the key loop's command word, causing one or more of the attached keys to reappear on the loop (your choice). Speaking the command word again causes them to disappear once more. You can have up to 10 keys attached to the key loop in this way at a time, and can remove one by gently pulling on it for 1 minute.While holding the key loop, you can touch it to a lock whose key has been attached to the loop. When you do, the lock becomes unlocked or locked (your choice), as if you had used its key. When you shake the key loop, you can faintly hear the sound of its keys jingling."
"Grimoire Infinitus","EGW","271","legendary","wondrous item","requires attunement by a wizard","","Vestige","","3 lb.","","Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information.Multiple variations of this item exist, as listed below:Grimoire Infinitus (Dormant)Grimoire Infinitus (Awakened)Grimoire Infinitus (Exalted)"
"Grimoire Infinitus (Awakened)","EGW","271","legendary","wondrous item","requires attunement by a wizard","","Vestige","","3 lb.","","Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds. Dormant. Most of the book is blank, but the following spells are recorded in the first pages of the tome: alarm, antimagic field, Bigby's hand, blight, charm person, confusion, control weather, create undead, detect thoughts, enlarge/reduce, fear, foresight, gaseous form, glyph of warding, legend lore, Leomund's tiny hut, mass suggestion, mislead, misty step, Mordenkainen's faithful hound, prismatic spray, ray of enfeeblement, silent image, teleport, and thunderwave.You can use the grimoire as your spellbook, and you can scribe new spells into it as normal. When you prepare wizard spells using the grimoire, the number of wizard spells you can prepare increases by 1. Awakened. When the Grimoire Infinitus reaches an awakened state, it gains the following properties:While you carry the spellbook, you have advantage on saving throws against spells and magical effects.When you prepare wizard spells using the grimoire as your spellbook, the number of spells you can prepare increases by 1 again. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Grimoire Infinitus (Dormant)","EGW","271","legendary","wondrous item","requires attunement by a wizard","","Vestige","","3 lb.","","Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds. Dormant. Most of the book is blank, but the following spells are recorded in the first pages of the tome: alarm, antimagic field, Bigby's hand, blight, charm person, confusion, control weather, create undead, detect thoughts, enlarge/reduce, fear, foresight, gaseous form, glyph of warding, legend lore, Leomund's tiny hut, mass suggestion, mislead, misty step, Mordenkainen's faithful hound, prismatic spray, ray of enfeeblement, silent image, teleport, and thunderwave.You can use the grimoire as your spellbook, and you can scribe new spells into it as normal. When you prepare wizard spells using the grimoire, the number of wizard spells you can prepare increases by 1. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Grimoire Infinitus (Exalted)","EGW","271","legendary","wondrous item","requires attunement by a wizard","","Vestige","","3 lb.","","Several of these spellbooks with gilded pages and silver-plated covers were created during the Age of Arcanum, but only one has been found since the Calamity ended. The book has an infinite number of pages, is three inches thick, eight inches wide, twelve inches long, and weighs three pounds. Dormant. Most of the book is blank, but the following spells are recorded in the first pages of the tome: alarm, antimagic field, Bigby's hand, blight, charm person, confusion, control weather, create undead, detect thoughts, enlarge/reduce, fear, foresight, gaseous form, glyph of warding, legend lore, Leomund's tiny hut, mass suggestion, mislead, misty step, Mordenkainen's faithful hound, prismatic spray, ray of enfeeblement, silent image, teleport, and thunderwave.You can use the grimoire as your spellbook, and you can scribe new spells into it as normal. When you prepare wizard spells using the grimoire, the number of wizard spells you can prepare increases by 1. Awakened. When the Grimoire Infinitus reaches an awakened state, it gains the following properties:While you carry the spellbook, you have advantage on saving throws against spells and magical effects.When you prepare wizard spells using the grimoire as your spellbook, the number of spells you can prepare increases by 1 again. Exalted. When the Grimoire Infinitus reaches an exalted state, it gains the following properties:You can now use your Arcane Recovery feature twice between long rests, rather than once.When you prepare wizard spells using the grimoire as your spellbook, the number of spells you can prepare increases by 1 again. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Grovelthrash","EGW","275","artifact","weapon (Warhammer), martial weapon, melee weapon","requires attunement","1d8 Bludgeoning","versatile (1d10), Vestige","","2 lb.","","Crafted from a single piece of obsidian, this warhammer of Torog hums with magical energy and is carved with the images of faces screaming in pain. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information.Multiple variations of this item exist, as listed below:Grovelthrash (Dormant)Grovelthrash (Awakened)Grovelthrash (Exalted)"
"Grovelthrash (Awakened)","EGW","275","artifact","weapon (Warhammer), martial weapon, melee weapon","requires attunement","1d8 Bludgeoning","versatile (1d10), Vestige","","2 lb.","","Crafted from a single piece of obsidian, this warhammer of Torog hums with magical energy and is carved with the images of faces screaming in pain. Sentience. Grovelthrash is a sentient neutral evil weapon with an Intelligence of 18, a Wisdom of 15, and a Charisma of 19. It has hearing and darkvision out to a range of 120 feet.The weapon communicates telepathically with its wielder and can speak, read, and understand Abyssal, Common, and Infernal. Personality. A covetous ultroloth named Ciria lives within Grovelthrash. The weapon values material possessions and doling out pain. It compliments its wielder whenever they claim treasure and takes pleasure in harming others. Dormant. The warhammer grants the following benefits in its dormant state:You can speak, read, and write Abyssal and Infernal.You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit with an attack using this warhammer, you can deal an extra 2d6 bludgeoning damage to the target. If you do, you take 1d6 psychic damage. The warhammer deals double damage to objects and structures.While holding this weapon, you have advantage on Wisdom (Insight) checks made to discern a lie spoken in a language you understand. Betrayer Artifact Properties[–] The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information. Awakened. When the warhammer reaches an awakened state, it gains the following properties:The weapon's bonus to attack and damage rolls increases to +2.You gain a burrowing speed equal to your walking speed. You can use your burrowing speed to move through sand, loose earth, mud, or ice, not solid rock.When a creature you can see within 30 feet of you hits you with an attack while you are wielding the warhammer, you can use your reaction to deal an amount of psychic damage to that creature equal to the damage you took from the attack. This property can't be used again until the next dawn. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
"Grovelthrash (Dormant)","EGW","275","artifact","weapon (Warhammer), martial weapon, melee weapon","requires attunement","1d8 Bludgeoning","versatile (1d10), Vestige","","2 lb.","","Crafted from a single piece of obsidian, this warhammer of Torog hums with magical energy and is carved with the images of faces screaming in pain. Sentience. Grovelthrash is a sentient neutral evil weapon with an Intelligence of 18, a Wisdom of 15, and a Charisma of 19. It has hearing and darkvision out to a range of 120 feet.The weapon communicates telepathically with its wielder and can speak, read, and understand Abyssal, Common, and Infernal. Personality. A covetous ultroloth named Ciria lives within Grovelthrash. The weapon values material possessions and doling out pain. It compliments its wielder whenever they claim treasure and takes pleasure in harming others. Dormant. The warhammer grants the following benefits in its dormant state:You can speak, read, and write Abyssal and Infernal.You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit with an attack using this warhammer, you can deal an extra 2d6 bludgeoning damage to the target. If you do, you take 1d6 psychic damage. The warhammer deals double damage to objects and structures.While holding this weapon, you have advantage on Wisdom (Insight) checks made to discern a lie spoken in a language you understand. Betrayer Artifact Properties[–] The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack. Vestige of Divergence. This item is a Vestige of Divergence, see Tal'Dorei Treasures for more information."
